parsed_smell,parsed_smell_identifiers,message
"
		10 ConstructorDeclaration
			10 ParameterList
				10 Parameter
					10 GenericName
						10 TypeArgumentList
							10 IdentifierName
							10 PredefinedType
					10 EqualsValueClause
						10 NullLiteralExpression
","
		10 ConstructorDeclaration
			10 ParameterList
				10 Parameter
					10 GenericName
						10 TypeArgumentList
							10 IdentifierName Result
							10 PredefinedType
					10 EqualsValueClause
						10 NullLiteralExpression",Adjustment
"
	7 ClassDeclaration
		7 BaseList
			7 SimpleBaseType
				7 IdentifierName
","
	7 ClassDeclaration
		7 BaseList
			7 SimpleBaseType
				7 IdentifierName Exception",Adjustment
"
						34 IfStatement
							34 LogicalAndExpression
								34 NotEqualsExpression
									34 SimpleMemberAccessExpression
										34 IdentifierName
										34 IdentifierName
									34 NullLiteralExpression
								34 InvocationExpression
									34 SimpleMemberAccessExpression
										34 IdentifierName
										34 IdentifierName
									34 ArgumentList
										34 Argument
											34 SimpleMemberAccessExpression
												34 IdentifierName
												34 IdentifierName
										34 Argument
											34 DeclarationExpression
												34 PredefinedType
												34 SingleVariableDesignation
","
						34 IfStatement
							34 LogicalAndExpression
								34 NotEqualsExpression
									34 SimpleMemberAccessExpression
										34 IdentifierName node
										34 IdentifierName RuleId
									34 NullLiteralExpression
								34 InvocationExpression
									34 SimpleMemberAccessExpression
										34 IdentifierName _ruleKeyToIndexMap
										34 IdentifierName TryGetValue
									34 ArgumentList
										34 Argument
											34 SimpleMemberAccessExpression
												34 IdentifierName node
												34 IdentifierName RuleId
										34 Argument
											34 DeclarationExpression
												34 PredefinedType
												34 SingleVariableDesignation",Refactor
"
						57 IfStatement
							57 InvocationExpression
								57 SimpleMemberAccessExpression
									57 IdentifierName
									57 IdentifierName
								57 ArgumentList
									57 Argument
										57 SimpleMemberAccessExpression
											57 SimpleMemberAccessExpression
												57 IdentifierName
												57 IdentifierName
											57 IdentifierName
									57 Argument
										57 DeclarationExpression
											57 PredefinedType
											57 SingleVariableDesignation
","
						57 IfStatement
							57 InvocationExpression
								57 SimpleMemberAccessExpression
									57 IdentifierName _fullyQualifiedLogicalNameToIndexMap
									57 IdentifierName TryGetValue
								57 ArgumentList
									57 Argument
										57 SimpleMemberAccessExpression
											57 SimpleMemberAccessExpression
												57 IdentifierName node
												57 IdentifierName LogicalLocation
											57 IdentifierName FullyQualifiedName
									57 Argument
										57 DeclarationExpression
											57 PredefinedType
											57 SingleVariableDesignation",Refactor
"
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
","
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName FailureLevelSet
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName FailureLevelSet
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Error
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Warning",Adjustment
"
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
","
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName FailureLevelSet
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName FailureLevelSet
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Error
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Warning",Adjustment
"
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
","
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName FailureLevelSet
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName FailureLevelSet
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Error
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Warning",Refactor
"
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
											12 SimpleMemberAccessExpression
												12 IdentifierName
												12 IdentifierName
","
		12 FieldDeclaration
			12 VariableDeclaration
				12 IdentifierName FailureLevelSet
				12 VariableDeclarator
					12 EqualsValueClause
						12 ObjectCreationExpression
							12 IdentifierName FailureLevelSet
							12 ArgumentList
								12 Argument
									12 ImplicitArrayCreationExpression
										12 ArrayInitializerExpression
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Error
											12 SimpleMemberAccessExpression
												12 IdentifierName FailureLevel
												12 IdentifierName Warning",Refactor
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName
															14 IdentifierName
","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName ResultKindSet
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName ResultKindSet
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName ResultKind
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName ResultKind
															14 IdentifierName Fail",Refactor
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName
															14 IdentifierName
","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName ResultKindSet
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName ResultKindSet
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName ResultKind
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName ResultKind
															14 IdentifierName Fail",Adjustment
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName
															14 IdentifierName
","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName ResultKindSet
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName ResultKindSet
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName ResultKind
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName ResultKind
															14 IdentifierName Fail",Adjustment
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName
															14 IdentifierName
","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName ResultKindSet
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName ResultKindSet
							14 ArgumentList
								14 Argument
									14 ObjectCreationExpression
										14 GenericName
											14 TypeArgumentList
												14 IdentifierName ResultKind
										14 ArgumentList
											14 Argument
												14 ImplicitArrayCreationExpression
													14 ArrayInitializerExpression
														14 SimpleMemberAccessExpression
															14 IdentifierName ResultKind
															14 IdentifierName Fail",Refactor
"
		36 MethodDeclaration
			36 PredefinedType
			36 ParameterList
				36 Parameter
					36 IdentifierName
","
		36 MethodDeclaration
			36 PredefinedType
			36 ParameterList
				36 Parameter
					36 IdentifierName RuntimeConditions",Deficient
"
		91 MethodDeclaration
			91 PredefinedType
			91 ParameterList
				91 Parameter
					91 IdentifierName
				91 Parameter
					91 IdentifierName
","
		91 MethodDeclaration
			91 PredefinedType
			91 ParameterList
				91 Parameter
					91 IdentifierName Notification
				91 Parameter
					91 IdentifierName ReportingDescriptor",Deficient
"
						96 ReturnStatement
","
						96 ReturnStatement",Remove
"
		39 MethodDeclaration
			39 PredefinedType
			39 ParameterList
","
		39 MethodDeclaration
			39 PredefinedType
			39 ParameterList",Deficient
"
		43 MethodDeclaration
			43 PredefinedType
			43 ParameterList
				43 Parameter
					43 IdentifierName
","
		43 MethodDeclaration
			43 PredefinedType
			43 ParameterList
				43 Parameter
					43 IdentifierName RuntimeConditions",Deficient
"
		52 MethodDeclaration
			52 PredefinedType
			52 ParameterList
				52 Parameter
					52 IdentifierName
				52 Parameter
					52 IdentifierName
				52 Parameter
					52 NullableType
						52 PredefinedType
","
		52 MethodDeclaration
			52 PredefinedType
			52 ParameterList
				52 Parameter
					52 IdentifierName ReportingDescriptor
				52 Parameter
					52 IdentifierName Result
				52 Parameter
					52 NullableType
						52 PredefinedType",Deficient
"
		99 MethodDeclaration
			99 PredefinedType
			99 ParameterList
				99 Parameter
					99 IdentifierName
				99 Parameter
					99 IdentifierName
","
		99 MethodDeclaration
			99 PredefinedType
			99 ParameterList
				99 Parameter
					99 IdentifierName Notification
				99 Parameter
					99 IdentifierName ReportingDescriptor",Deficient
"
		181 MethodDeclaration
			181 PredefinedType
			181 ParameterList
				181 Parameter
					181 IdentifierName
				181 Parameter
					181 IdentifierName
","
		181 MethodDeclaration
			181 PredefinedType
			181 ParameterList
				181 Parameter
					181 IdentifierName Notification
				181 Parameter
					181 IdentifierName ReportingDescriptor",Deficient
"
		89 FieldDeclaration
			89 VariableDeclaration
				89 PredefinedType
				89 VariableDeclarator
					89 EqualsValueClause
						89 IdentifierName
","
		89 FieldDeclaration
			89 VariableDeclaration
				89 PredefinedType
				89 VariableDeclarator
					89 EqualsValueClause
						89 IdentifierName Binary",Refactor
"
										61 GotoCaseStatement
											61 StringLiteralExpression
","
										61 GotoCaseStatement
											61 StringLiteralExpression",Remove
"
										66 GotoCaseStatement
											66 StringLiteralExpression
","
										66 GotoCaseStatement
											66 StringLiteralExpression",Remove
"
										72 GotoCaseStatement
											72 StringLiteralExpression
","
										72 GotoCaseStatement
											72 StringLiteralExpression",Remove
"
						255 ForEachStatement
							255 IdentifierName
							255 IdentifierName
","
						255 ForEachStatement
							255 IdentifierName JObject
							255 IdentifierName runs",Adjustment
"
										259 ForEachStatement
											259 IdentifierName
											259 IdentifierName
","
										259 ForEachStatement
											259 IdentifierName JObject
											259 IdentifierName results",Adjustment
"
														263 ForEachStatement
															263 IdentifierName
															263 IdentifierName
","
														263 ForEachStatement
															263 IdentifierName JObject
															263 IdentifierName suppressions",Adjustment
"
						282 ForEachStatement
							282 IdentifierName
							282 IdentifierName
","
						282 ForEachStatement
							282 IdentifierName JObject
							282 IdentifierName runs",Adjustment
"
						337 ForEachStatement
							337 IdentifierName
							337 IdentifierName
","
						337 ForEachStatement
							337 IdentifierName JObject
							337 IdentifierName runs",Adjustment
"
								446 ForEachStatement
									446 IdentifierName
									446 IdentifierName
","
								446 ForEachStatement
									446 IdentifierName JValue
									446 IdentifierName roles",Adjustment
"
						572 IfStatement
							572 IsPatternExpression
								572 ElementAccessExpression
									572 IdentifierName
									572 BracketedArgumentList
										572 Argument
											572 StringLiteralExpression
								572 DeclarationPattern
									572 IdentifierName
									572 SingleVariableDesignation
","
						572 IfStatement
							572 IsPatternExpression
								572 ElementAccessExpression
									572 IdentifierName physicalLocation
									572 BracketedArgumentList
										572 Argument
											572 StringLiteralExpression
								572 DeclarationPattern
									572 IdentifierName JValue
									572 SingleVariableDesignation",Refactor
"
						686 ForEachStatement
							686 IdentifierName
							686 IdentifierName
","
						686 ForEachStatement
							686 IdentifierName JObject
							686 IdentifierName runs",Adjustment
"
						854 ForEachStatement
							854 IdentifierName
							854 IdentifierName
","
						854 ForEachStatement
							854 IdentifierName JObject
							854 IdentifierName results",Adjustment
"
						924 ForEachStatement
							924 IdentifierName
							924 IdentifierName
","
						924 ForEachStatement
							924 IdentifierName JObject
							924 IdentifierName aggregateIds",Adjustment
"
						936 ForEachStatement
							936 IdentifierName
							936 IdentifierName
","
						936 ForEachStatement
							936 IdentifierName JObject
							936 IdentifierName results",Adjustment
"
						1077 ForEachStatement
							1077 IdentifierName
							1077 IdentifierName
","
						1077 ForEachStatement
							1077 IdentifierName JObject
							1077 IdentifierName runs",Adjustment
"
						1193 ForEachStatement
							1193 IdentifierName
							1193 IdentifierName
","
						1193 ForEachStatement
							1193 IdentifierName JObject
							1193 IdentifierName extensions",Adjustment
"
						1238 ForEachStatement
							1238 IdentifierName
							1238 IdentifierName
","
						1238 ForEachStatement
							1238 IdentifierName JObject
							1238 IdentifierName invocations",Adjustment
"
				1268 ForEachStatement
					1268 IdentifierName
					1268 IdentifierName
","
				1268 ForEachStatement
					1268 IdentifierName JObject
					1268 IdentifierName notifications",Adjustment
"
						1286 ForEachStatement
							1286 IdentifierName
							1286 IdentifierName
","
						1286 ForEachStatement
							1286 IdentifierName JObject
							1286 IdentifierName innerExceptions",Adjustment
"
						1327 IfStatement
							1327 IsExpression
								1327 ElementAccessExpression
									1327 IdentifierName
									1327 BracketedArgumentList
										1327 Argument
											1327 StringLiteralExpression
								1327 IdentifierName
","
						1327 IfStatement
							1327 IsExpression
								1327 ElementAccessExpression
									1327 IdentifierName message
									1327 BracketedArgumentList
										1327 Argument
											1327 StringLiteralExpression
								1327 IdentifierName JToken",Refactor
"
						1345 IfStatement
							1345 IsExpression
								1345 ElementAccessExpression
									1345 IdentifierName
									1345 BracketedArgumentList
										1345 Argument
											1345 StringLiteralExpression
								1345 IdentifierName
","
						1345 IfStatement
							1345 IsExpression
								1345 ElementAccessExpression
									1345 IdentifierName message
									1345 BracketedArgumentList
										1345 Argument
											1345 StringLiteralExpression
								1345 IdentifierName JToken",Refactor
"
						1365 ForEachStatement
							1365 IdentifierName
							1365 IdentifierName
","
						1365 ForEachStatement
							1365 IdentifierName JObject
							1365 IdentifierName runs",Adjustment
"
										1375 ForEachStatement
											1375 IdentifierName
											1375 IdentifierName
","
										1375 ForEachStatement
											1375 IdentifierName JObject
											1375 IdentifierName results",Adjustment
"
										1391 ForEachStatement
											1391 IdentifierName
											1391 IdentifierName
","
										1391 ForEachStatement
											1391 IdentifierName JObject
											1391 IdentifierName files",Adjustment
"
				1528 IfStatement
					1528 IsPatternExpression
						1528 ElementAccessExpression
							1528 IdentifierName
							1528 BracketedArgumentList
								1528 Argument
									1528 StringLiteralExpression
						1528 DeclarationPattern
							1528 IdentifierName
							1528 SingleVariableDesignation
","
				1528 IfStatement
					1528 IsPatternExpression
						1528 ElementAccessExpression
							1528 IdentifierName run
							1528 BracketedArgumentList
								1528 Argument
									1528 StringLiteralExpression
						1528 DeclarationPattern
							1528 IdentifierName JObject
							1528 SingleVariableDesignation",Remove
"
				1562 ForEachStatement
					1562 IdentifierName
					1562 InvocationExpression
						1562 SimpleMemberAccessExpression
							1562 IdentifierName
							1562 IdentifierName
						1562 ArgumentList
","
				1562 ForEachStatement
					1562 IdentifierName JObject
					1562 InvocationExpression
						1562 SimpleMemberAccessExpression
							1562 IdentifierName descriptors
							1562 IdentifierName Children
						1562 ArgumentList",Adjustment
"
						1620 ForEachStatement
							1620 IdentifierName
							1620 IdentifierName
","
						1620 ForEachStatement
							1620 IdentifierName JObject
							1620 IdentifierName rules",Adjustment
"
						1726 ForEachStatement
							1726 IdentifierName
							1726 IdentifierName
","
						1726 ForEachStatement
							1726 IdentifierName JObject
							1726 IdentifierName runs",Adjustment
"
										1797 ForEachStatement
											1797 IdentifierName
											1797 IdentifierName
","
										1797 ForEachStatement
											1797 IdentifierName JObject
											1797 IdentifierName results",Adjustment
"
								1829 IfStatement
									1829 IsPatternExpression
										1829 ElementAccessExpression
											1829 IdentifierName
											1829 BracketedArgumentList
												1829 Argument
													1829 StringLiteralExpression
										1829 DeclarationPattern
											1829 IdentifierName
											1829 SingleVariableDesignation
","
								1829 IfStatement
									1829 IsPatternExpression
										1829 ElementAccessExpression
											1829 IdentifierName run
											1829 BracketedArgumentList
												1829 Argument
													1829 StringLiteralExpression
										1829 DeclarationPattern
											1829 IdentifierName JObject
											1829 SingleVariableDesignation",Remove
"
				1849 IfStatement
					1849 EqualsExpression
						1849 IdentifierName
						1849 NullLiteralExpression
					1849 Block
						1849 ReturnStatement
							1849 NullLiteralExpression
","
				1849 IfStatement
					1849 EqualsExpression
						1849 IdentifierName rules
						1849 NullLiteralExpression
					1849 Block
						1849 ReturnStatement
							1849 NullLiteralExpression",Refactor
"
				1910 IfStatement
					1910 EqualsExpression
						1910 IdentifierName
						1910 NullLiteralExpression
					1910 Block
						1910 ReturnStatement
							1910 NullLiteralExpression
","
				1910 IfStatement
					1910 EqualsExpression
						1910 IdentifierName files
						1910 NullLiteralExpression
					1910 Block
						1910 ReturnStatement
							1910 NullLiteralExpression",Refactor
"
				1997 Parameter
					1997 GenericName
						1997 TypeArgumentList
							1997 IdentifierName
							1997 PredefinedType
","
				1997 Parameter
					1997 GenericName
						1997 TypeArgumentList
							1997 IdentifierName LogicalLocation
							1997 PredefinedType",Remove
"
				2002 IfStatement
					2002 EqualsExpression
						2002 IdentifierName
						2002 NullLiteralExpression
					2002 Block
						2002 ReturnStatement
							2002 NullLiteralExpression
","
				2002 IfStatement
					2002 EqualsExpression
						2002 IdentifierName logicalLocations
						2002 NullLiteralExpression
					2002 Block
						2002 ReturnStatement
							2002 NullLiteralExpression",Refactor
"
				2117 ForEachStatement
					2117 IdentifierName
					2117 IdentifierName
","
				2117 ForEachStatement
					2117 IdentifierName JObject
					2117 IdentifierName rules",Adjustment
"
						2142 ForEachStatement
							2142 IdentifierName
							2142 IdentifierName
","
						2142 ForEachStatement
							2142 IdentifierName JObject
							2142 IdentifierName runs",Adjustment
"
						2179 ForEachStatement
							2179 IdentifierName
							2179 IdentifierName
","
						2179 ForEachStatement
							2179 IdentifierName JObject
							2179 IdentifierName inlineExternalPropertiesArray",Adjustment
"
						2270 ForEachStatement
							2270 IdentifierName
							2270 IdentifierName
","
						2270 ForEachStatement
							2270 IdentifierName JObject
							2270 IdentifierName versionControlDetailsArray",Adjustment
"
				2302 ForEachStatement
					2302 IdentifierName
					2302 IdentifierName
","
				2302 ForEachStatement
					2302 IdentifierName JObject
					2302 IdentifierName results",Adjustment
"
				2332 ForEachStatement
					2332 IdentifierName
					2332 IdentifierName
","
				2332 ForEachStatement
					2332 IdentifierName JObject
					2332 IdentifierName codeFlows",Adjustment
"
						2337 ForEachStatement
							2337 IdentifierName
							2337 IdentifierName
","
						2337 ForEachStatement
							2337 IdentifierName JObject
							2337 IdentifierName threadFlows",Adjustment
"
								2342 ForEachStatement
									2342 IdentifierName
									2342 IdentifierName
","
								2342 ForEachStatement
									2342 IdentifierName JObject
									2342 IdentifierName threadFlowLocations",Adjustment
"
						2366 ForEachStatement
							2366 IdentifierName
							2366 IdentifierName
","
						2366 ForEachStatement
							2366 IdentifierName JObject
							2366 IdentifierName invocations",Adjustment
"
				2521 ForEachStatement
					2521 IdentifierName
					2521 IdentifierName
","
				2521 ForEachStatement
					2521 IdentifierName JObject
					2521 IdentifierName hashes",Adjustment
"
				2540 ForEachStatement
					2540 IdentifierName
					2540 IdentifierName
","
				2540 ForEachStatement
					2540 IdentifierName JObject
					2540 IdentifierName invocations",Adjustment
"
				2560 ForEachStatement
					2560 IdentifierName
					2560 IdentifierName
","
				2560 ForEachStatement
					2560 IdentifierName JObject
					2560 IdentifierName notifications",Adjustment
"
								2581 ForEachStatement
									2581 IdentifierName
									2581 IdentifierName
","
								2581 ForEachStatement
									2581 IdentifierName JObject
									2581 IdentifierName innerExceptions",Adjustment
"
								2651 ForEachStatement
									2651 IdentifierName
									2651 IdentifierName
","
								2651 ForEachStatement
									2651 IdentifierName JObject
									2651 IdentifierName currentArray",Adjustment
"
		87 MethodDeclaration
			87 PredefinedType
			87 ParameterList
				87 Parameter
					87 GenericName
						87 TypeArgumentList
							87 IdentifierName
","
		87 MethodDeclaration
			87 PredefinedType
			87 ParameterList
				87 Parameter
					87 GenericName
						87 TypeArgumentList
							87 IdentifierName Artifact",Rename
"
						53 ForEachStatement
							53 IdentifierName
							53 SimpleMemberAccessExpression
								53 IdentifierName
								53 IdentifierName
","
						53 ForEachStatement
							53 IdentifierName Artifact
							53 SimpleMemberAccessExpression
								53 IdentifierName _run
								53 IdentifierName Artifacts",Refactor
"
		80 MethodDeclaration
			80 PredefinedType
			80 ParameterList
				80 Parameter
					80 IdentifierName
","
		80 MethodDeclaration
			80 PredefinedType
			80 ParameterList
				80 Parameter
					80 IdentifierName Result",Refactor
"
								140 IfStatement
									140 LogicalAndExpression
										140 NotEqualsExpression
											140 IdentifierName
											140 NullLiteralExpression
										140 EqualsExpression
											140 SimpleMemberAccessExpression
												140 IdentifierName
												140 IdentifierName
											140 UnaryMinusExpression
												140 NumericLiteralExpression
","
								140 IfStatement
									140 LogicalAndExpression
										140 NotEqualsExpression
											140 IdentifierName tfl
											140 NullLiteralExpression
										140 EqualsExpression
											140 SimpleMemberAccessExpression
												140 IdentifierName tfl
												140 IdentifierName Index
											140 UnaryMinusExpression
												140 NumericLiteralExpression",Adjustment
"
		212 MethodDeclaration
			212 PredefinedType
			212 ParameterList
				212 Parameter
					212 IdentifierName
","
		212 MethodDeclaration
			212 PredefinedType
			212 ParameterList
				212 Parameter
					212 IdentifierName LogicalLocation",Refactor
"
						217 IfStatement
							217 NotEqualsExpression
								217 SimpleMemberAccessExpression
									217 IdentifierName
									217 IdentifierName
								217 UnaryMinusExpression
									217 NumericLiteralExpression
","
						217 IfStatement
							217 NotEqualsExpression
								217 SimpleMemberAccessExpression
									217 IdentifierName logicalLocation
									217 IdentifierName Index
								217 UnaryMinusExpression
									217 NumericLiteralExpression",Refactor
"
		239 MethodDeclaration
			239 PredefinedType
			239 ParameterList
				239 Parameter
					239 IdentifierName
","
		239 MethodDeclaration
			239 PredefinedType
			239 ParameterList
				239 Parameter
					239 IdentifierName ArtifactLocation",Refactor
"
						244 IfStatement
							244 NotEqualsExpression
								244 SimpleMemberAccessExpression
									244 IdentifierName
									244 IdentifierName
								244 UnaryMinusExpression
									244 NumericLiteralExpression
","
						244 IfStatement
							244 NotEqualsExpression
								244 SimpleMemberAccessExpression
									244 IdentifierName artifactLocation
									244 IdentifierName Index
								244 UnaryMinusExpression
									244 NumericLiteralExpression",Refactor
"
	19 ClassDeclaration
		19 BaseList
			19 SimpleBaseType
				19 IdentifierName
			19 SimpleBaseType
				19 IdentifierName
			19 SimpleBaseType
				19 IdentifierName
","
	19 ClassDeclaration
		19 BaseList
			19 SimpleBaseType
				19 IdentifierName BaseLogger
			19 SimpleBaseType
				19 IdentifierName IDisposable
			19 SimpleBaseType
				19 IdentifierName IAnalysisLogger",Refactor
"
		335 MethodDeclaration
			335 PredefinedType
			335 ParameterList
				335 Parameter
					335 IdentifierName
				335 Parameter
					335 IdentifierName
				335 Parameter
					335 NullableType
						335 PredefinedType
","
		335 MethodDeclaration
			335 PredefinedType
			335 ParameterList
				335 Parameter
					335 IdentifierName ReportingDescriptor
				335 Parameter
					335 IdentifierName Result
				335 Parameter
					335 NullableType
						335 PredefinedType",Deficient
"
						427 ForEachStatement
							427 IdentifierName
							427 SimpleMemberAccessExpression
								427 IdentifierName
								427 IdentifierName
","
						427 ForEachStatement
							427 IdentifierName Location
							427 SimpleMemberAccessExpression
								427 IdentifierName result
								427 IdentifierName Locations",Refactor
"
						438 ForEachStatement
							438 IdentifierName
							438 SimpleMemberAccessExpression
								438 IdentifierName
								438 IdentifierName
","
						438 ForEachStatement
							438 IdentifierName Location
							438 SimpleMemberAccessExpression
								438 IdentifierName result
								438 IdentifierName RelatedLocations",Refactor
"
						471 ForEachStatement
							471 IdentifierName
							471 SimpleMemberAccessExpression
								471 IdentifierName
								471 IdentifierName
","
						471 ForEachStatement
							471 IdentifierName Fix
							471 SimpleMemberAccessExpression
								471 IdentifierName result
								471 IdentifierName Fixes",Adjustment
"
				488 ForEachStatement
					488 IdentifierName
					488 IdentifierName
","
				488 ForEachStatement
					488 IdentifierName ThreadFlowLocation
					488 IdentifierName locations",Refactor
"
							512 CatchClause
								512 CatchDeclaration
									512 IdentifierName
								512 Block
","
							512 CatchClause
								512 CatchDeclaration
									512 IdentifierName ArgumentException
								512 Block",Refactor
"
		540 MethodDeclaration
			540 PredefinedType
			540 ParameterList
				540 Parameter
					540 IdentifierName
","
		540 MethodDeclaration
			540 PredefinedType
			540 ParameterList
				540 Parameter
					540 IdentifierName IAnalysisContext",Deficient
"
		544 MethodDeclaration
			544 PredefinedType
			544 ParameterList
				544 Parameter
					544 IdentifierName
				544 Parameter
					544 IdentifierName
","
		544 MethodDeclaration
			544 PredefinedType
			544 ParameterList
				544 Parameter
					544 IdentifierName Notification
				544 Parameter
					544 IdentifierName ReportingDescriptor",Deficient
"
						596 ForEachStatement
							596 IdentifierName
							596 SimpleMemberAccessExpression
								596 IdentifierName
								596 IdentifierName
","
						596 ForEachStatement
							596 IdentifierName Location
							596 SimpleMemberAccessExpression
								596 IdentifierName notification
								596 IdentifierName Locations",Refactor
"
		52 MethodDeclaration
			52 PredefinedType
			52 ParameterList
","
		52 MethodDeclaration
			52 PredefinedType
			52 ParameterList",Adjustment
